state,district,member,party
Mississippi,39,Dana McLean,R
Mississippi,40,Hester Jackson-McCray,D
Mississippi,41,Kabir Karriem,D
Mississippi,42,Carl L. Mickens,D
Mississippi,43,Rob Roberson,R
Mississippi,44,C. Scott Bounds,R
Mississippi,45,Keith Jackson,D
Mississippi,46,Karl Oliver,R
Mississippi,47,Bryant Clark,D
Mississippi,48,Jason White,R
Mississippi,49,Willie Bailey,D
Mississippi,50,John Hines,D
Mississippi,51,Timaka James-Jones,D
Mississippi,52,Bill Kinkade,R
Mississippi,53,Vince Mangold,R
Mississippi,54,Kevin Ford,R
Mississippi,55,Oscar Denton,D
Mississippi,56,Clay Mansell,R
Mississippi,57,Lawrence Blackmon,D
Mississippi,58,Jonathan McMillan,R
Mississippi,59,Brent Powell,R
Mississippi,60,Fred Shanks,R
Mississippi,61,Gene Newman,R
Mississippi,62,Lance Varner,R
Mississippi,63,Stephanie Foster,D
Mississippi,64,Shanda Yates,I
Mississippi,65,Chris Bell,D
Mississippi,66,Fabian Nelson,D
Mississippi,67,Earle S. Banks,D
Mississippi,68,Zakiya Summers,D
Mississippi,69,Tamarra Butler-Washington,D
Mississippi,70,Bo Brown,D
Mississippi,71,Ronnie Crudup Jr.,D
Mississippi,72,Justis Gibbs,D
Mississippi,73,Jill Ford,R
Mississippi,74,Lee Yancey,R
Mississippi,75,Celeste Hurst,R
Mississippi,76,Gregory Holloway Sr.,D
Mississippi,77,Price Wallace,R
Mississippi,78,Randy Rushing,R
Mississippi,79,Mark Tullos,R
Mississippi,80,Omeria Scott,D
Mississippi,81,Stephen Horne,R
Mississippi,82,Gregory Elliott,D
Mississippi,83,Billy Adam Calvert,R
Mississippi,84,Troy Smith,R
Mississippi,85,Jeffery Harness,D
Mississippi,86,Shane Barnett,R
Mississippi,87,Joseph Tubb,R
Mississippi,88,Charles Blackwell,R
Mississippi,89,Donnie Scoggin,R
Mississippi,90,Noah Sanford,R
Mississippi,91,Robert Evans,D
Mississippi,92,Becky Currie,R
Mississippi,93,Timmy Ladner,R
Mississippi,94,Robert Johnson III,D
Mississippi,95,Jay McKnight,R
Mississippi,96,Angela Cockerham,I
Mississippi,97,Sam Mims V,R
Mississippi,98,Daryl Porter Jr.,D
Mississippi,99,Bill Pigott,R
Mississippi,100,Ken Morgan,R
Mississippi,101,Kent McCarty,R
Mississippi,102,Missy McGee,R
Mississippi,103,Percy Willis Watson,D
Mississippi,104,Larry Byrd,R
Mississippi,105,Elliot Burch,R
Mississippi,106,Jansen Owen,R
Mississippi,107,Steve Lott,R
Mississippi,108,Stacey Hobgood-Wilkes,R
Mississippi,109,Manly Barton,R
Mississippi,110,Jeramey Anderson,D
Mississippi,111,Jimmy Fondren,R
Mississippi,112,John Read,R
Mississippi,113,Henry Zuber III,R
Mississippi,114,Jeffrey Guice,R
Mississippi,115,Zachary Grady,R
Mississippi,116,Casey Eure,R
Mississippi,117,Kevin Felsher,R
Mississippi,118,Greg Haney,R
Mississippi,119,Jeffrey Hulum III,D
Mississippi,120,Richard Bennett,R
Mississippi,121,Carolyn Crawford,R
Mississippi,122,Brent Anderson,R
Missouri,1,Jeff Farnan,R
Missouri,2,Mazzie Christensen,R
Missouri,3,Danny Busick,R
Missouri,4,Greg Sharpe,R
Missouri,5,Louis Riggs,R
Missouri,6,Ed Lewis,R
Missouri,7,Peggy McGaugh,R
Missouri,8,Josh Hurlbert,R
Missouri,9,Dean Van Schoiack,R
Missouri,10,Bill Falkner,R
Missouri,11,Brenda Shields,R
Missouri,12,Mike Jones,R
Missouri,13,Sean Pouche,R
Missouri,14,Ashley Aune,D
Missouri,15,Ken Jamison,D
Missouri,16,Chris Brown,R
Missouri,17,Bill Allen,R
Missouri,18,Eric Woods,D
Missouri,19,Wick Thomas,D
Missouri,20,Mike Steinmeyer,R
Missouri,21,Robert Sauls,D
Missouri,22,Yolanda Young,D
Missouri,23,Michael Johnson,D
Missouri,24,Emily Weber,D
Missouri,25,Pattie Mansur,D
Missouri,26,Tiffany Price,D
Missouri,27,Melissa Douglas,D
Missouri,28,Jerome Barnes,D
Missouri,29,Aaron Crossley,D
Missouri,30,Jonathan Patterson,R
Missouri,31,Ron Fowler,R
Missouri,32,Jeff Coleman,R
Missouri,33,Carolyn Caton,R
Missouri,34,Kemp Strickler,D
Missouri,35,Keri Ingle,D
Missouri,36,Anthony Ealy,D
Missouri,37,Mark Sharp,D
Missouri,38,Martin Jacobs,D
Missouri,39,Mark Meirath,R
Missouri,40,Chad Perkins,R
Missouri,41,Doyle Justus,R
Missouri,42,Jeff Myers,R
Missouri,43,Kent Haden,R
Missouri,44,John Martin,R
Missouri,45,Kathy Steinhoff,D
Missouri,46,David Tyson Smith,D
Missouri,47,Adrian Plank,D
Missouri,48,Tim Taylor,R
Missouri,49,Jim Schulte,R
Missouri,50,Gregg Bush,D
Missouri,51,Mark Nolte,R
Missouri,52,Brad Pollitt,R
Missouri,53,Terry Thompson,R
Missouri,54,Brandon Phelps,R
Missouri,55,Bill Irwin,R
Missouri,56,Michael Davis,R
Missouri,57,Rodger Reedy,R
Missouri,58,Willard Haley,R
Missouri,59,Rudy Veit,R
Missouri,60,Dave Griffith,R
Missouri,61,Bruce Sassmann,R
Missouri,62,Sherri Gallick,R
Missouri,63,Tricia Byrnes,R
Missouri,64,Deanna Self,R
Missouri,65,Wendy Hausman,R
Missouri,66,Marlene Terry,D
Missouri,67,Tonya Rush,D
Missouri,68,Kem Smith,D
Missouri,69,Scott Miller,R
Missouri,70,Stephanie Boykin,D
Missouri,71,LaDonna Appelbaum,D
Missouri,72,Doug Clemens,D
Missouri,73,Raychel Proudie,D
Missouri,74,Marla Smith,D
Missouri,75,Chanel Mosley,D
Missouri,76,Marlon Anderson,D
Missouri,77,Kimberly-Ann Collins,D
Missouri,78,Marty Joe Murray,D
Missouri,79,LaKeySha Bosley,D
Missouri,80,Elizabeth Fuchs,D
Missouri,81,Steve Butz,D
Missouri,82,Nick Kimble,D
Missouri,83,Ray Reed,D
Missouri,84,Del Taylor,D
Missouri,85,Yolonda Fountain Henderson,D
Missouri,86,Jeff Hales,D
Missouri,87,Connie Steinmetz,D
Missouri,88,Holly Jones,R
Missouri,89,George J. Hruza,R
Missouri,90,Mark Boyko,D
Missouri,91,Jo Doll,D
Missouri,92,Michael Burton,D
Missouri,93,Bridget Walsh Moore,D
Missouri,94,Jim Murphy,R
Missouri,95,Vacant,
Missouri,96,Brad Christ,R
Missouri,97,David Casteel,R
Missouri,98,Jaclyn Zimmermann,D
Missouri,99,Ian Mackey,D
Missouri,100,Philip Oehlerking,R
Missouri,101,Ben Keathley,R
Missouri,102,Richard West,R
Missouri,103,Dave Hinman,R
Missouri,104,Terri Violet,R
Missouri,105,Colin Wellenkamp,R
Missouri,106,Travis Wilson,R
Missouri,107,Mark Matthiesen,R
Missouri,108,Mike Costlow,R
Missouri,109,John Simmons,R
Missouri,110,Vacant,
Missouri,111,Cecelie Williams,R
Missouri,112,Renee Reuter,R
Missouri,113,Phil Amato,R
Missouri,114,Vacant,
Missouri,115,Bill Lucas,R
Missouri,116,Dale Wright,R
Missouri,117,Becky Laubinger,R
Missouri,118,Mike McGirl,R
Missouri,119,Brad Banderman,R
Missouri,120,John Hewkin,R
Missouri,121,Bill Hardwick,R
Missouri,122,Tara Peters,R
Missouri,123,Jeff Vernetti,R
Missouri,124,Don Mayhew,R
Missouri,125,Dane Diehl,R
Missouri,126,Jim Kalberloh,R
Missouri,127,Ann Kelley,R
Missouri,128,Christopher Warwick,R
Missouri,129,John Black,R
Missouri,130,Bishop Davidson,R
Missouri,131,Bill Owen,R
Missouri,132,Crystal Quade,D
Missouri,133,Melanie Stinnett,R
Missouri,134,Alex Riley,R
Missouri,135,Betsy Fogle,D
Missouri,136,Stephanie Hein,D
Missouri,137,Darin Chappell,R
Missouri,138,Burt Whaley,R
Missouri,139,Bob Titus,R
Missouri,140,Jamie Gragg,R
Missouri,141,Hannah Kelly,R
Missouri,142,Jeff Knight,R
Missouri,143,Bennie Cook,R
Missouri,144,Tony Harbison,R
Missouri,145,Bryant Wolfin,R
Missouri,146,Barry Hovis,R
Missouri,147,John Voss,R
Missouri,148,David Dolan,R
Missouri,149,Vacant,
Missouri,150,Cameron Parker,R
Missouri,151,Steve Jordan,R
Missouri,152,Hardy Billington,R
Missouri,153,Keith Elliott,R
Missouri,154,David Evans,R
Missouri,155,Matthew Overcast,R
Missouri,156,Brian Seitz,R
Missouri,157,Mitch Boggs,R
Missouri,158,Scott Cupps,R
Missouri,159,Dirk Deaton,R
Missouri,160,Vacant,
Missouri,161,Lane Roberts,R
Missouri,162,Bob Bromley,R
Missouri,163,Cody Smith,R
